"Domain","URL","Redirect","Uses HTTPS","Enforces HTTPS","Strict Transport Security (HSTS)","Preloaded (recommended)"
"1ratio.nl","https://www.1ratio.nl","No","Yes","Yes","Yes",""
"1stroom.nl","https://www.1stroom.nl","No","Yes","Yes","No",""
"7-concrete-lessen-voor-samen-beslissen.zorginstituutnederland.nl","https://7-concrete-lessen-voor-samen-beslissen.zorginstituutnederland.nl","No","Yes","Yes","No",""
"a16rotterdam.nl","https://www.a16rotterdam.nl","No","Yes","Yes","No",""
"a27a12ringutrecht.nl","https://www.a27a12ringutrecht.nl","No","Yes","Yes","Yes",""
"a2samenwerking.nl","https://www.a2samenwerking.nl","No","Yes","Yes","Yes",""
"a4burgerveen-n14.nl","https://www.a4burgerveen-n14.nl","No","Yes","Yes","Yes",""
"a4haaglanden-n14.nl","https://www.a4haaglanden-n14.nl","No","Yes","Yes","Yes",""
"aaenhunze.nl","https://www.aaenhunze.nl","No","Yes","Yes","No",""
"aaenmaas.nl","https://www.aaenmaas.nl","No","Yes","Yes","No",""
"aalburg.nl","https://www.aalburg.nl","Yes","Yes","Yes","Yes",""
"aalsmeer.nl","https://www.aalsmeer.nl","No","Yes","Yes","No",""
"aalten.nl","https://www.aalten.nl","No","Yes","Yes","Yes",""
"aanbiedersmedicijnen.nl","https://www.aanbiedersmedicijnen.nl","No","Yes","Yes","Yes",""
"aandeslagmetdeomgevingswet.nl","https://aandeslagmetdeomgevingswet.nl","No","Yes","Yes","Yes",""
"aanpakjeugdwerkloosheid.nl","https://www.aanpakjeugdwerkloosheid.nl","No","Yes","Yes","Yes",""
"aansluiten.procesinfrastructuur.nl","https://aansluiten.procesinfrastructuur.nl","No","Yes","Yes","No",""
"aanvragen.nza.nl","https://aanvragen.nza.nl","No","Yes","Yes","Yes",""
"aardgasvrijewijken.nl","https://aardgasvrijewijken.nl","No","Yes","Yes","No",""
"abonneren.cbg-meb.nl","https://abonneren.cbg-meb.nl","No","Yes","Yes","Yes",""
"abonneren.rijksoverheid.nl","https://abonneren.rijksoverheid.nl","No","Yes","Yes","Yes",""
"abonneren.rivm.nl","https://abonneren.rivm.nl","No","Yes","Yes","Yes",""
"academie.belastingdienst.nl","https://academie.belastingdienst.nl","No","Yes","Yes","Yes",""
"academievoorhetonderwijstoezicht.nl","http://www.academievoorhetonderwijstoezicht.nl","No","Yes","No","Yes",""
"academy.cbs.nl","https://academy.cbs.nl","No","Yes","Yes","No",""
"achtkarspelen.nl","https://www.achtkarspelen.nl","No","Yes","Yes","Yes",""
"acm.nl","https://www.acm.nl","No","Yes","Yes","Yes",""
"acvz.org","https://acvz.org","No","Yes","Yes","No",""
"adviescommissiedbe.nl","https://www.adviescommissiedbe.nl","No","Yes","Yes","No",""
"adviescommissiewater.nl","https://adviescommissiewater.nl","No","Yes","Yes","Yes",""
"advlimburg.nl","https://www.advlimburg.nl","No","Yes","Yes","No",""
"aerius.nl","https://www.aerius.nl","No","Yes","Yes","No",""
"afeer.nl","https://afeer.nl","No","Yes","Yes","No",""
"afm.nl","https://afm.nl","No","Yes","Yes","No",""
"afvalbeheernoordgroningen.nl","http://afvalbeheernoordgroningen.nl","No","No","","",""
"afvalcirculair.nl","https://www.afvalcirculair.nl","No","Yes","Yes","No",""
"agendaijsselmeergebied2050.nl","https://www.agendaijsselmeergebied2050.nl","No","Yes","Yes","Yes",""
"agendastad.nl","https://agendastad.nl","No","Yes","Yes","No",""
"agentschaptelecom.nl","https://www.agentschaptelecom.nl","No","Yes","Yes","Yes",""
"agressievrijwerk.nl","https://www.agressievrijwerk.nl","No","Yes","Yes","Yes",""
"agrimatie.nl","https://agrimatie.nl","No","Yes","Yes","No",""
"agroberichtenbuitenland.nl","https://www.agroberichtenbuitenland.nl","No","Yes","Yes","Yes",""
"agv.nl","https://www.agv.nl","No","Yes","Yes","Yes",""
"aimonline.nl","https://www.aimonline.nl","No","Yes","Yes","Yes","Yes"
"aivd.nl","https://www.aivd.nl","No","Yes","Yes","Yes",""
"akkoordverbeteringproductsamenstelling.nl","https://akkoordverbeteringproductsamenstelling.nl","No","Yes","Yes","Yes",""
"alblasserdam.nl","https://alblasserdam.nl","No","Yes","Yes","No",""
"alblasserwaardvijfheerenlanden.nl","http://www.alblasserwaardvijfheerenlanden.nl","Yes","No","","",""
"albrandswaard.nl","https://www.albrandswaard.nl","No","Yes","Yes","Yes",""
"alertonline.nl","https://www.alertonline.nl","No","Yes","Yes","Yes","Yes"
"alescon.nl","https://www.alescon.nl","No","No","","",""
"algemenebestuursdienst.nl","https://www.algemenebestuursdienst.nl","No","Yes","Yes","Yes",""
"alkmaar.nl","https://alkmaar.nl","No","Yes","Yes","Yes",""
"alkmaarder-enuitgeestermeer.nl","https://www.alkmaarder-enuitgeestermeer.nl","No","Yes","Yes","No",""
"alleenjijbepaalt.nl","https://www.alleenjijbepaalt.nl","No","Yes","Yes","No",""
"allesisgezondheid.nl","http://allesisgezondheid.nl","No","Yes","No","No",""
"almanak.overheid.nl","https://almanak.overheid.nl","No","Yes","Yes","Yes",""
"almanak.zboregister.overheid.nl","https://almanak.zboregister.overheid.nl","No","Yes","Yes","Yes",""
"almelo.nl","https://www.almelo.nl","No","Yes","Yes","Yes",""
"almere.nl","http://www.almere.nl","No","Yes","No","No",""
"alphen-chaam.nl","https://www.alphen-chaam.nl","No","Yes","Yes","Yes",""
"alphenaandenrijn.nl","https://www.alphenaandenrijn.nl","No","Yes","Yes","Yes","Ready"
"am-overleg.nl","http://am-overleg.nl","No","No","","",""
"ambassadeconsulaat.pro","http://www.ambassadeconsulaat.pro","Yes","Yes","Yes","No",""
"ambassadeursconferentie.nl","https://www.ambassadeursconferentie.nl","No","Yes","Yes","Yes",""
"amberalert.nl","https://www.amberalert.nl","No","Yes","Yes","No",""
"ameland.nl","https://www.ameland.nl","No","Yes","Yes","Yes",""
"amersfoort.nl","https://www.amersfoort.nl","No","Yes","Yes","Yes",""
"amfors.nl","https://www.amfors.nl","No","Yes","Yes","No",""
"amgroep.nl","http://www.amgroep.nl","Yes","No","","",""
"amlc.eu","https://amlc.eu","No","Yes","Yes","Yes",""
"amlc.nl","https://www.amlc.nl","No","Yes","Yes","Yes",""
"amstelveen.nl","https://www.amstelveen.nl","No","Yes","Yes","No",""
"amsterdam.nl","https://www.amsterdam.nl","No","Yes","Yes","No",""
"antennebureau.nl","https://www.antennebureau.nl","No","Yes","Yes","Yes",""
"apeldoorn.nl","https://www.apeldoorn.nl","No","Yes","Yes","Yes",""
"appingedam.nl","https://www.appingedam.nl","No","Yes","Yes","Yes",""
"apv-vergunningchecker.nl","http://apv-vergunningchecker.nl","No","No","","",""
"aquon.nl","http://aquon.nl","No","No","","",""
"arbiterbodembeweging.nl","https://www.arbiterbodembeweging.nl","No","Yes","Yes","Yes",""
"arbo-op-orde.zelfinspectie.nl","https://arbo-op-orde.zelfinspectie.nl","No","Yes","Yes","Yes",""
"arboportaal.nl","https://www.arboportaal.nl","No","Yes","Yes","Yes",""
"archeologieinnederland.nl","https://archeologieinnederland.nl","No","Yes","Yes","Yes",""
"archief-delft.nl","http://www.archief-delft.nl","Yes","No","","",""
"architectenregister.nl","https://www.architectenregister.nl","No","Yes","Yes","Yes",""
"arnhem.nl","https://www.arnhem.nl","No","Yes","Yes","No",""
"asbestvolgsysteem.nl","https://www.asbestvolgsysteem.nl","No","No","","",""
"assen.nl","https://www.assen.nl","No","Yes","Yes","No",""
"asten.nl","https://www.asten.nl","No","Yes","Yes","Yes",""
"atlasleefomgeving.nl","https://www.atlasleefomgeving.nl","No","Yes","Yes","Yes",""
"atlasnatuurlijkkapitaal.nl","https://www.atlasnatuurlijkkapitaal.nl","No","Yes","Yes","Yes",""
"atr-regeldruk.nl","https://atr-regeldruk.nl","No","Yes","Yes","No",""
"autoriteitnvs.nl","https://www.autoriteitnvs.nl","No","Yes","Yes","Yes",""
"autoriteitpersoonsgegevens.nl","http://autoriteitpersoonsgegevens.nl","No","Yes","No","Yes",""
"avalex.nl","https://www.avalex.nl","No","Yes","Yes","No",""
"avghelpdeskzorg.nl","https://www.avghelpdeskzorg.nl","No","Yes","Yes","Yes",""
"avgregisterrijksoverheid.nl","https://www.avgregisterrijksoverheid.nl","No","Yes","Yes","Yes","Ready"
"avres.nl","https://www.avres.nl","No","Yes","Yes","Yes",""
"avri.nl","https://www.avri.nl","No","Yes","Yes","No",""
"avu.nl","http://avu.nl","No","No","","",""
"awti.nl","https://www.awti.nl","No","Yes","Yes","Yes",""
"baanbrekers.org","https://www.baanbrekers.org","No","Yes","Yes","No",""
"baanstede.nl","http://www.baanstede.nl","Yes","No","","",""
"baarle-nassau.nl","https://www.baarle-nassau.nl","No","Yes","Yes","Yes",""
"baarn.nl","https://www.baarn.nl","No","Yes","Yes","Yes",""
"barendrecht.nl","https://www.barendrecht.nl","No","Yes","Yes","Yes",""
"barneveld.nl","https://www.barneveld.nl","No","Yes","Yes","Yes",""
"basismonitoringwadden.nl","http://basismonitoringwadden.nl","No","Yes","No","No",""
"basisregistratieondergrond.nl","https://www.basisregistratieondergrond.nl","No","Yes","Yes","Yes",""
"bdmuseum.nl","https://www.bdmuseum.nl","No","Yes","Yes","No",""
"bedrijvenbeleidinbeeld.nl","https://www.bedrijvenbeleidinbeeld.nl","No","Yes","Yes","Yes",""
"bedrijvenparkmedel.nl","https://bedrijvenparkmedel.nl","No","Yes","Yes","No",""
"bedum.nl","https://www.bedum.nl","Yes","Yes","Yes","Yes",""
"beemster.net","https://beemster.net","No","Yes","Yes","No",""
"beesel.nl","https://www.beesel.nl","No","Yes","Yes","Yes",""
"bekijkjepensioenregeling.nl","https://www.bekijkjepensioenregeling.nl","No","Yes","Yes","No",""
"belandadananda.nl","https://www.belandadananda.nl","No","Yes","Yes","Yes",""
"belastingdienst-cn.nl","https://belastingdienst-cn.nl","No","Yes","Yes","No",""
"belastingdienst-ondernemerscheck.nl","https://www.belastingdienst-ondernemerscheck.nl","No","Yes","Yes","Yes",""
"belastingdienst.nl","https://www.belastingdienst.nl","No","Yes","Yes","Yes",""
"belastingenbollenstreek.nl","https://belastingenbollenstreek.nl","No","Yes","Yes","No",""
"belastingensww.nl","http://belastingensww.nl","No","Yes","No","No",""
"belevingsvlucht.nl","https://www.belevingsvlucht.nl","No","Yes","Yes","No",""
"bergeijk.nl","https://www.bergeijk.nl","No","Yes","Yes","Yes",""
"bergen-nh.nl","https://www.bergen-nh.nl","No","Yes","Yes","Yes",""
"bergen.nl","https://www.bergen.nl","No","Yes","Yes","Yes",""
"bergendal.nl","https://www.bergendal.nl","No","Yes","Yes","Yes",""
"bergenopzoom.nl","https://bergenopzoom.nl","No","Yes","Yes","No",""
"bernheze.org","https://www.bernheze.org","No","Yes","Yes","Yes",""
"beschutaandebak.nl","https://www.beschutaandebak.nl","No","Yes","Yes","Yes",""
"bestandenpostbus.nl","http://www.bestandenpostbus.nl","No","Yes","No","Yes",""
"bestrijdingsmiddelen-omwonenden.nl","https://bestrijdingsmiddelen-omwonenden.nl","No","Yes","Yes","Yes",""
"beuningen.nl","https://www.beuningen.nl","No","Yes","Yes","No",""
"beverwijk.nl","https://www.beverwijk.nl","No","Yes","Yes","Yes",""
"bewustbodemgebruik.nl","https://www.bewustbodemgebruik.nl","No","Yes","Yes","Yes",""
"bhic.nl","https://www.bhic.nl","No","Yes","Yes","No",""
"bics.nl","https://www.bics.nl","No","Yes","Yes","No",""
"biedboek.nl","https://www.biedboek.nl","No","Yes","Yes","Yes",""
"bigregister.nl","https://www.bigregister.nl","No","Yes","Yes","Yes",""
"bij12.nl","https://www.bij12.nl","No","Yes","Yes","No",""
"binnenmaas.nl","https://www.binnenmaas.nl","Yes","Yes","Yes","Yes",""
"binnldagvanhetgedrag.nl","https://www.binnldagvanhetgedrag.nl","No","Yes","Yes","Yes",""
"biobasedeconomy.nl","https://biobasedeconomy.nl","No","Yes","Yes","No",""
"biociden.nl","https://biociden.nl","No","Yes","Yes","Yes",""
"biodiversiteit.nl","http://www.biodiversiteit.nl","No","No","","",""
"biodiversity-chm.nl","http://biodiversity-chm.nl","No","No","","",""
"biotechnologie.rivm.nl","https://biotechnologie.rivm.nl","No","Yes","Yes","Yes",""
"bkd.eu","http://www.bkd.eu","No","Yes","No","No",""
"bkwi.nl","https://www.bkwi.nl","No","Yes","Yes","No",""
"bladel.nl","https://www.bladel.nl","No","Yes","Yes","Yes",""
"blankenburgverbinding.nl","https://www.blankenburgverbinding.nl","No","Yes","Yes","Yes",""
"blaricum.nl","https://blaricum.nl","No","Yes","Yes","Yes",""
"bleizo.nl","http://www.bleizo.nl","No","No","","",""
"blockchainpilots.nl","https://www.blockchainpilots.nl","No","Yes","Yes","No",""
"bloemendaal.nl","https://www.bloemendaal.nl","No","Yes","Yes","Yes",""
"bodegraven-reeuwijk.nl","https://www.bodegraven-reeuwijk.nl","No","Yes","Yes","Yes",""
"bodemambities.nl","https://bodemambities.nl","No","Yes","Yes","Yes",""
"bodemloket.nl","https://bodemloket.nl","No","Yes","Yes","No",""
"bodemrichtlijn.nl","https://www.bodemrichtlijn.nl","No","Yes","Yes","No",""
"boekel.nl","https://www.boekel.nl","No","Yes","Yes","Yes",""
"bom.pleio.nl","https://bom.pleio.nl","No","Yes","Yes","No",""
"bonairegovernment.nl","http://bonairegovernment.nl","No","No","","",""
"borger-odoorn.nl","https://www.borger-odoorn.nl","No","Yes","Yes","Yes",""
"borne.nl","https://www.borne.nl","No","Yes","Yes","No",""
"borsele.nl","https://www.borsele.nl","No","Yes","Yes","Yes",""
"boxmeer.nl","https://www.boxmeer.nl","No","Yes","Yes","Yes",""
"boxtel.nl","https://www.boxtel.nl","No","Yes","Yes","Yes",""
"brabant.nl","https://www.brabant.nl","No","Yes","Yes","No",""
"brabantsedelta.nl","https://www.brabantsedelta.nl","No","Yes","Yes","No",""
"brandweer.nl","https://www.brandweer.nl","No","Yes","Yes","Yes",""
"brandweerstadsgewest.nl","http://www.brandweerstadsgewest.nl","Yes","No","","",""
"breda.nl","https://www.breda.nl","No","Yes","Yes","Yes",""
"brexitloket.nl","https://www.brexitloket.nl","No","Yes","Yes","Yes",""
"brielle.nl","https://www.brielle.nl","No","Yes","Yes","Yes",""
"bronckhorst.nl","https://www.bronckhorst.nl","No","Yes","Yes","Yes",""
"brummen.nl","https://www.brummen.nl","No","Yes","Yes","Yes",""
"brunssum.nl","https://www.brunssum.nl","No","Yes","Yes","No",""
"brzoplus.nl","https://brzoplus.nl","No","Yes","Yes","Yes",""
"bs-ob.nl","https://www.bs-ob.nl","No","Yes","Yes","No",""
"bsgr.nl","https://www.bsgr.nl","No","Yes","Yes","No",""
"bsgw.nl","https://www.bsgw.nl","No","Yes","Yes","Yes",""
"bsr.nl","https://www.bsr.nl","No","Yes","Yes","Yes",""
"bsv.nu","https://www.bsv.nu","No","Yes","Yes","No",""
"bunnik.nl","https://www.bunnik.nl","No","Yes","Yes","Yes",""
"bunschoten.nl","https://www.bunschoten.nl","No","Yes","Yes","Yes",""
"bureaubiosecurity.nl","https://bureaubiosecurity.nl","No","Yes","Yes","Yes",""
"bureauft.nl","https://www.bureauft.nl","No","Yes","Yes","No",""
"bureaugateway.nl","https://bureaugateway.nl","No","Yes","Yes","No",""
"bureauicttoetsing.nl","https://www.bureauicttoetsing.nl","No","Yes","Yes","Yes",""
"buren.nl","https://www.buren.nl","No","Yes","Yes","Yes",""
"burgernet.nl","https://www.burgernet.nl","No","Yes","Yes","Yes","Yes"
"business.gov.nl","https://business.gov.nl","No","Yes","Yes","Yes",""
"businessparkhaaglanden.nl","https://www.businessparkhaaglanden.nl","No","Yes","Yes","No",""
"bvowb.nl","https://www.bvowb.nl","No","Yes","Yes","Yes",""
"bwbrabant.nl","https://www.bwbrabant.nl","No","Yes","Yes","No",""
"bzkconferentie-idstelsel.nl","http://www.bzkconferentie-idstelsel.nl","No","No","","",""
"bzksocialmedia.nl","https://bzksocialmedia.nl","No","Yes","Yes","Yes",""
"c2000.nl","https://www.c2000.nl","No","Yes","Yes","No",""
"campagnetoolkits.nl","https://www.campagnetoolkits.nl","No","Yes","Yes","Yes",""
"campagnevannix.nl","http://campagnevannix.nl","No","No","","",""
"cannabisbureau.nl","https://www.cannabisbureau.nl","No","Yes","Yes","Yes",""
"cao-politie.nl","https://www.cao-politie.nl","No","Yes","Yes","Yes",""
"cao.szw.nl","http://cao.szw.nl","No","No","","",""
"capelleaandenijssel.nl","https://www.capelleaandenijssel.nl","No","Yes","Yes","Yes",""
"castricum.nl","https://www.castricum.nl","No","Yes","Yes","Yes",""
"cbg-meb.nl","https://www.cbg-meb.nl","No","Yes","Yes","Yes",""
"cbgjaarverslag.nl","https://www.cbgjaarverslag.nl","No","Yes","Yes","Yes",""
"cbho.nl","https://www.cbho.nl","No","Yes","Yes","Yes",""
"cbi.eu","https://www.cbi.eu","No","Yes","Yes","Yes","Ready"
"cbr.nl","https://www.cbr.nl","No","Yes","Yes","No",""
"cbs.nl","http://www.cbs.nl","No","Yes","No","No",""
"cbsinuwbuurt.nl","http://www.cbsinuwbuurt.nl","No","No","","",""
"ccmo.nl","https://www.ccmo.nl","No","Yes","Yes","Yes",""
"ceaweb.nl","https://www.ceaweb.nl","No","Yes","Yes","Yes",""
"ceg.nl","https://ceg.nl","No","Yes","Yes","No",""
"centraalaanspreekpuntpensioenen.belastingdienst.nl","https://centraalaanspreekpuntpensioenen.belastingdienst.nl","No","Yes","Yes","Yes",""
"centralecommissiedierproeven.nl","https://www.centralecommissiedierproeven.nl","No","Yes","Yes","Yes",""
"centraleeindtoetspo.nl","https://www.centraleeindtoetspo.nl","No","Yes","Yes","Yes",""
"cert.nl","http://www.cert.nl","No","Yes","No","Yes",""
"cfto.nl","https://www.cfto.nl","No","Yes","Yes","Yes",""
"charmprogramma.nl","http://charmprogramma.nl","No","No","","",""
"charmprogramme.com","http://charmprogramme.com","No","No","","",""
"chemischestoffengoedgeregeld.nl","https://www.chemischestoffengoedgeregeld.nl","No","Yes","Yes","Yes",""
"cibg.nl","https://www.cibg.nl","No","Yes","Yes","Yes",""
"cibgacademie.nl","http://www.cibgacademie.nl","No","Yes","No","Yes",""
"circulaireconomienederland.nl","http://www.circulaireconomienederland.nl","Yes","No","","",""
"circulaireeconomienederland.nl","https://www.circulaireeconomienederland.nl","No","Yes","Yes","No",""
"ciz.nl","https://ciz.nl","No","Yes","Yes","Yes",""
"ckmbo.nl","https://www.ckmbo.nl","No","Yes","Yes","No",""
"climatescenarios.nl","http://www.climatescenarios.nl","No","No","","",""
"clo.nl","https://www.clo.nl","No","Yes","Yes","Yes",""
"cocensus.nl","https://www.cocensus.nl","No","Yes","Yes","No",""
"codexalimentarius.nl","https://codexalimentarius.nl","No","Yes","Yes","Yes",""
"coevorden.nl","https://www.coevorden.nl","No","Yes","Yes","Yes",""
"cokz.nl","https://cokz.nl","No","Yes","Yes","No",""
"collectienederland.nl","https://www.collectienederland.nl","No","Yes","Yes","No",""
"collegesanering.nl","https://collegesanering.nl","No","Yes","Yes","No",""
"collegevanrijksadviseurs.nl","https://www.collegevanrijksadviseurs.nl","No","Yes","Yes","Yes",""
"commissiegeweldjeugdzorg.nl","https://commissiegeweldjeugdzorg.nl","No","Yes","Yes","Yes",""
"commissievanaanbestedingsexperts.nl","https://commissievanaanbestedingsexperts.nl","No","Yes","Yes","Yes",""
"communicatierijk.nl","https://www.communicatierijk.nl","No","Yes","Yes","Yes",""
"concernvoorwerk.nl","https://www.concernvoorwerk.nl","No","Yes","Yes","No",""
"connectie.nl","https://www.connectie.nl","No","Yes","Yes","Yes",""
"connectingmobility.nl","https://www.connectingmobility.nl","No","Yes","Yes","Yes",""
"consuwijzer.nl","https://www.consuwijzer.nl","No","Yes","Yes","Yes","Yes"
"contact.bsgr.nl","http://contact.bsgr.nl","No","Yes","No","No",""
"contenttoolsrijksoverheid.nl","https://www.contenttoolsrijksoverheid.nl","No","Yes","Yes","Yes",""
"coordinatiestroomlijn.nl","http://www.coordinatiestroomlijn.nl","Yes","No","","",""
"cosmeticaklachten.nl","https://cosmeticaklachten.nl","No","Yes","Yes","Yes",""
"covm.nl","https://www.covm.nl","No","Yes","Yes","Yes",""
"cpb.nl","https://www.cpb.nl","No","Yes","Yes","Yes",""
"cranendonck.nl","https://www.cranendonck.nl","No","Yes","Yes","Yes",""
"creatieveindustrieinbeeld.nl","http://creatieveindustrieinbeeld.nl","No","No","","",""
"crematoriatwente.nl","https://www.crematoriatwente.nl","No","Yes","Yes","No",""
"criminaliteitinbeeld.nl","https://www.criminaliteitinbeeld.nl","No","Yes","Yes","Yes",""
"crisis.nl","https://crisis.nl","No","Yes","Yes","No",""
"crisisacceptatie.nl","https://crisisacceptatie.nl","No","Yes","Yes","Yes",""
"crisistest.nl","https://www.crisistest.nl","No","Yes","Yes","Yes",""
"crl.pkioverheid.nl","https://crl.pkioverheid.nl","No","Yes","Yes","Yes",""
"cromstrijen.nl","https://www.cromstrijen.nl","Yes","Yes","Yes","Yes",""
"csirtdsp.nl","https://csirtdsp.nl","No","Yes","Yes","Yes",""
"ctgb.nl","https://www.ctgb.nl","No","Yes","Yes","Yes",""
"ctivd.nl","https://www.ctivd.nl","No","Yes","Yes","Yes",""
"cuijk.nl","https://www.cuijk.nl","No","Yes","Yes","Yes",""
"culemborg.nl","https://www.culemborg.nl","No","Yes","Yes","Yes",""
"culturalheritageagency.nl","https://www.culturalheritageagency.nl","Yes","Yes","Yes","Yes",""
"cultureelerfgoed.nl","https://cultureelerfgoed.nl","No","Yes","Yes","Yes",""
"cultuur.nl","https://www.cultuur.nl","No","Yes","Yes","No",""
"cultuurparticipatie.nl","https://www.cultuurparticipatie.nl","No","Yes","Yes","No",""
"cultuursubsidie.nl","https://www.cultuursubsidie.nl","No","Yes","Yes","Yes",""
"customsnl-insight.nl","https://customsnl-insight.nl","No","Yes","Yes","No",""
"cvdm.nl","https://www.cvdm.nl","No","Yes","Yes","No",""
"cvta.nl","https://www.cvta.nl","No","Yes","Yes","No",""
"cvte-raadpleging.nl","https://www.cvte-raadpleging.nl","No","Yes","Yes","No",""
"cvte.nl","https://www.cvte.nl","No","Yes","Yes","Yes",""
"cybersecurityraad.nl","https://cybersecurityraad.nl","No","Yes","Yes","Yes",""
"daarkunjemeethuiskomen.nl","https://www.daarkunjemeethuiskomen.nl","No","Yes","Yes","Yes",""
"daarwordtiedereenbetervan.nl","http://daarwordtiedereenbetervan.nl","No","Yes","No","No",""
"dalfsen.nl","https://www.dalfsen.nl","No","Yes","Yes","Yes",""
"dantumadiel.eu","http://www.dantumadiel.eu","Yes","Yes","Yes","No",""
"data.overheid.nl","https://data.overheid.nl","No","Yes","Yes","Yes",""
"datagedreventoezicht.pleio.nl","https://datagedreventoezicht.pleio.nl","No","Yes","Yes","No",""
"datawonen.nl","https://datawonen.nl","No","Yes","Yes","Yes",""
"dcc-ienw.nl","https://www.dcc-ienw.nl","No","Yes","Yes","Yes",""
"dcmr.nl","https://www.dcmr.nl","No","Yes","Yes","No",""
"dcp-time-slot.cbg-meb.nl","https://dcp-time-slot.cbg-meb.nl","No","Yes","Yes","Yes",""
"dcypher.nl","https://dcypher.nl","No","Yes","Yes","Yes",""
"ddfk.nl","http://www.ddfk.nl","Yes","Yes","Yes","No",""
"debetho.nl","https://www.debetho.nl","No","Yes","Yes","No",""
"debilt.nl","https://www.debilt.nl","No","Yes","Yes","Yes",""
"deelditnietmetjevrienden.nl","http://www.deelditnietmetjevrienden.nl","No","Yes","No","Yes",""
"defensie.nl","https://www.defensie.nl","No","Yes","Yes","Yes",""
"defensiepijpleidingorganisatie.nl","https://defensiepijpleidingorganisatie.nl","No","Yes","Yes","No",""
"defryskemarren.nl","https://www.defryskemarren.nl","No","Yes","Yes","Yes",""
"degkb.nl","https://www.degkb.nl","No","Yes","Yes","Yes",""
"dekinderombudsman.nl","https://www.dekinderombudsman.nl","No","Yes","Yes","No",""
"dekompanjie.nl","http://dekompanjie.nl","No","Yes","No","No",""
"delerarenagenda.nl","https://www.delerarenagenda.nl","No","Yes","Yes","Yes",""
"delft.nl","https://www.delft.nl","No","Yes","Yes","Yes",""
"delfzijl.nl","https://www.delfzijl.nl","No","Yes","Yes","Yes",""
"deltacoalition.net","http://www.deltacoalition.net","No","No","","",""
"deltacommissaris.nl","https://www.deltacommissaris.nl","No","Yes","Yes","Yes",""
"deltaviewer.nl","http://deltaviewer.nl","No","No","","",""
"deltawerkt.nl","http://deltawerkt.nl","No","No","","",""
"demarne.nl","https://www.demarne.nl","Yes","Yes","Yes","Yes",""
"demijnraad.nl","https://demijnraad.nl","No","Yes","Yes","No",""
"demowijzer.nl","https://www.demowijzer.nl","No","Yes","Yes","Yes",""
"denationaleomgevingsvisie.nl","https://www.denationaleomgevingsvisie.nl","No","Yes","Yes","No",""
"denhaag.nl","https://www.denhaag.nl","No","Yes","Yes","Yes",""
"denhelder.nl","https://www.denhelder.nl","No","Yes","Yes","No",""
"denieuwepraktijk.nl","https://www.denieuwepraktijk.nl","No","Yes","Yes","No",""
"derbg.nl","https://derbg.nl","No","Yes","Yes","Yes",""
"derdekamer.nl","https://derdekamer.nl","No","Yes","Yes","No",""
"derechtspraakvanmorgen.nl","http://derechtspraakvanmorgen.nl","No","No","","",""
"derijkscampus.nl","https://www.derijkscampus.nl","No","Yes","Yes","Yes",""
"derondevenen.nl","https://www.derondevenen.nl","No","Yes","Yes","No",""
"deskundigengroepdierziekten.nl","https://www.deskundigengroepdierziekten.nl","No","Yes","Yes","No",""
"destaatvandeeconomie.nl","http://destaatvandeeconomie.nl","No","No","","",""
"destadvandetoekomstbesturen.nl","http://www.destadvandetoekomstbesturen.nl","No","No","","",""
"destilleband.nl","http://destilleband.nl","No","No","","",""
"dethon.nl","http://www.dethon.nl","No","No","","",""
"detweedekameraanhetwerk.nl","https://www.detweedekameraanhetwerk.nl","No","Yes","Yes","Yes","Ready"
"deurne.nl","https://www.deurne.nl","No","Yes","Yes","Yes",""
"deutsch.postedworkers.nl","https://deutsch.postedworkers.nl","No","Yes","Yes","Yes",""
"deventer.nl","https://www.deventer.nl","No","Yes","Yes","Yes",""
"dewolden.nl","https://www.dewolden.nl","No","Yes","Yes","Yes","Ready"
"dggf.nl","https://www.dggf.nl","No","Yes","Yes","Yes",""
"dgvcentraal.humancontenthosting.nl","http://dgvcentraal.humancontenthosting.nl","Yes","No","","",""
"dictu.nl","https://dictu.nl","No","Yes","Yes","Yes",""
"dictumagazines.nl","https://www.dictumagazines.nl","No","Yes","Yes","Yes",""
"diemen.nl","https://www.diemen.nl","No","Yes","Yes","No",""
"dienstdommelvallei.nl","https://www.dienstdommelvallei.nl","No","Yes","Yes","Yes",""
"dienstgezondheidjeugd.nl","https://www.dienstgezondheidjeugd.nl","No","Yes","Yes","No",""
"dienstterugkeerenvertrek.nl","https://www.dienstterugkeerenvertrek.nl","No","Yes","Yes","Yes",""
"diergeneeskunderegister.nl","https://www.diergeneeskunderegister.nl","No","Yes","Yes","Yes",""
"diergeneesmiddeleninformatiebank.nl","https://www.diergeneesmiddeleninformatiebank.nl","No","Yes","Yes","Yes",""
"digid.nl","https://www.digid.nl","No","Yes","Yes","Yes",""
"digiinkoop.nl","https://digiinkoop.nl","No","Yes","Yes","Yes",""
"digilef.nl","https://www.digilef.nl","No","Yes","Yes","No",""
"digitaal.scp.nl","http://digitaal.scp.nl","No","No","","",""
"digitaleoverheid.nl","https://www.digitaleoverheid.nl","No","Yes","Yes","Yes","Yes"
"digitaltrustcenter.nl","https://www.digitaltrustcenter.nl","No","Yes","Yes","Yes",""
"digitoegankelijk.nl","https://www.digitoegankelijk.nl","No","Yes","Yes","Yes",""
"dinkelland.nl","https://www.dinkelland.nl","No","Yes","Yes","Yes",""
